Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
36907,2020-01-06 22:43:45,Electronics,78,4,1858,Crypto,58,0,Susan Johnson,58,Female,0
21939,2020-01-06 22:44:48,Clothing,450,2,692,Crypto,57,1,James Davis,57,Male,1
27580,2020-01-06 22:52:29,Books,171,3,2101,Crypto,67,1,Amy Foley,67,Male,0
45880,2020-01-06 23:12:02,Home,342,4,3980,Credit Card,29,1,Robert Bradley,29,Male,1
28750,2020-01-06 23:23:42,Electronics,434,5,661,Cash,63,1,Joseph Clark,63,Male,0
44927,2020-01-06 23:29:55,Clothing,496,3,3390,Credit Card,50,1,Jason Tran,50,Male,0
15251,2020-01-06 23:43:33,Home,56,3,3418,Credit Card,58,0,Sarah Martinez,58,Male,1
43502,2020-01-06 23:47:03,Clothing,120,1,1498,PayPal,33,,Laura Park,33,Male,1
15402,2020-01-06 23:56:30,Clothing,476,2,2866,Credit Card,59,0,Amanda Rice,59,Male,0
5943,2020-01-07 00:01:12,Clothing,238,4,3707,Cash,46,1,Brianna Vasquez,46,Female,0
4193,2020-01-07 00:05:14,Books,261,3,4164,Cash,32,0,Connie Thompson,32,Female,0
46415,2020-01-07 00:05:58,Electronics,445,4,2088,Crypto,69,0,Michael Maxwell,69,Male,0
9893,2020-01-07 00:11:12,Electronics,441,3,445,PayPal,40,0,Morgan Neal,40,Male,0
27877,2020-01-07 00:16:07,Home,95,5,1358,Credit Card,57,0,Caitlyn Quinn,57,Female,0
20075,2020-01-07 00:20:35,Electronics,396,3,2082,Credit Card,55,0,Stephanie Adams,55,Female,0
46737,2020-01-07 00:34:13,Electronics,41,5,1675,Cash,67,1,Bryan Meza,67,Male,0
11288,2020-01-07 01:05:25,Books,119,3,4323,Cash,38,1,Laura Grimes,38,Male,0
9429,2020-01-07 01:31:49,Books,431,1,3218,Crypto,58,,Jennifer Hayes,58,Female,0
2213,2020-01-07 01:37:23,Electronics,355,2,2561,PayPal,46,0,Leah Dorsey,46,Female,0
43494,2020-01-07 01:39:35,Clothing,34,1,1254,Cash,49,0,Samuel Macdonald,49,Female,0
48279,2020-01-07 01:55:16,Books,266,3,3750,Credit Card,39,1,Chad Hughes,39,Male,0
24940,2020-01-07 02:01:54,Clothing,208,2,4378,Cash,24,1,Samantha Moody,24,Male,1
26442,2020-01-07 02:06:06,Books,145,1,1241,Cash,50,1,Anna Wilson,50,Male,0
37100,2020-01-07 02:14:13,Clothing,57,5,4310,Credit Card,23,1,Aaron Hill,23,Female,1
26662,2020-01-07 02:19:01,Books,375,5,1723,PayPal,32,0,Heather Franklin,32,Female,1
46441,2020-01-07 02:30:06,Books,59,1,3066,Crypto,38,1,Anthony Chen,38,Female,0
14577,2020-01-07 02:35:13,Clothing,300,5,966,PayPal,18,0,Tracy Hammond,18,Male,0
29103,2020-01-07 02:36:16,Books,217,4,810,PayPal,31,1,Jasmine Hamilton,31,Female,0
42976,2020-01-07 02:38:47,Home,174,1,3577,PayPal,62,0,Lauren Larson,62,Female,0
35243,2020-01-07 02:40:20,Electronics,278,5,1373,Credit Card,28,1,Curtis Wright,28,Female,0
47387,2020-01-07 02:47:33,Electronics,201,5,2970,PayPal,32,1,Stacy Martinez,32,Male,1
19463,2020-01-07 03:30:45,Clothing,122,2,3342,PayPal,68,,Bradley Mayer,68,Female,0
47285,2020-01-07 03:54:59,Home,468,4,2517,Credit Card,54,1,Stephanie Anderson,54,Female,0
2352,2020-01-07 04:00:28,Clothing,27,5,3423,PayPal,19,0,Karen Ray,19,Female,1
4087,2020-01-07 04:04:27,Home,277,1,3523,PayPal,21,,William Gonzalez,21,Female,0
38260,2020-01-07 04:05:41,Books,144,2,1611,Credit Card,63,1,Diana Wiggins,63,Female,0
9507,2020-01-07 04:06:26,Books,272,4,548,Cash,60,1,Felicia Garcia,60,Male,0
36304,2020-01-07 04:06:54,Electronics,211,4,3584,Cash,28,1,Michael Castillo,28,Female,0
23374,2020-01-07 04:13:24,Books,363,2,2332,Credit Card,66,,Ashley Davis,66,Male,0
22519,2020-01-07 04:23:53,Clothing,414,2,4668,Cash,52,1,Kathleen Hart,52,Female,1
13478,2020-01-07 04:23:56,Books,298,1,1971,Credit Card,42,1,Patricia Freeman,42,Female,0
9609,2020-01-07 04:30:03,Home,18,5,532,Cash,53,0,Joseph Long,53,Female,0
49405,2020-01-07 04:39:50,Home,412,3,4813,Credit Card,67,,Jasmin Francis,67,Male,0
8316,2020-01-07 04:41:41,Books,315,2,2519,PayPal,43,1,Tyler Welch,43,Male,0
20887,2020-01-07 05:04:45,Electronics,99,1,4962,Crypto,35,1,Nicole Mcneil,35,Male,0
40218,2020-01-07 05:06:42,Clothing,428,1,2982,Cash,53,,Dr. Ryan Ellis,53,Male,0
22372,2020-01-07 05:27:47,Books,493,4,3207,PayPal,28,1,April Payne,28,Male,1
24715,2020-01-07 05:28:04,Electronics,280,3,3805,Credit Card,55,,Sarah Walker,55,Male,0
41531,2020-01-07 05:38:40,Clothing,221,4,4139,Credit Card,21,1,David Montgomery,21,Male,1
13782,2020-01-07 05:42:48,Clothing,167,3,1434,Credit Card,18,1,Diana Johnson,18,Female,1
6194,2020-01-07 05:45:41,Clothing,212,5,3736,PayPal,41,0,Kelly Rice,41,Female,0
40399,2020-01-07 05:47:37,Books,349,4,4125,Credit Card,53,1,Amber Duncan,53,Female,0
7293,2020-01-07 05:56:46,Electronics,30,2,2846,Cash,23,0,Amanda Gibson,23,Female,0
24575,2020-01-07 05:57:50,Home,255,1,3686,Credit Card,54,0,Robin Harvey,54,Male,0
5782,2020-01-07 06:12:12,Clothing,33,3,1197,Credit Card,23,0,Charlene Golden,23,Female,0
33396,2020-01-07 06:14:55,Electronics,423,5,4913,PayPal,53,1,Nancy Smith,53,Female,0
36031,2020-01-07 06:17:08,Clothing,341,1,679,Credit Card,48,,Reginald Crawford,48,Male,1
12654,2020-01-07 06:21:12,Clothing,54,4,4095,Credit Card,42,1,Melissa Sanchez,42,Female,0
15096,2020-01-07 06:28:54,Clothing,89,3,4803,Credit Card,55,,Jack Medina,55,Female,0
20280,2020-01-07 06:30:47,Books,226,3,3061,Credit Card,30,0,Cheryl Salazar,30,Male,1
2076,2020-01-07 06:38:49,Clothing,455,3,3868,PayPal,34,0,Brandon Williams,34,Female,0
9575,2020-01-07 06:39:10,Books,261,2,403,PayPal,44,0,Christopher Jackson,44,Male,1
23861,2020-01-07 06:40:07,Electronics,240,4,2116,PayPal,21,1,Amber Hale,21,Female,0
45983,2020-01-07 06:56:12,Clothing,208,5,3108,Credit Card,23,,Ryan Vega,23,Female,0
13424,2020-01-07 07:17:06,Home,421,4,5272,Cash,70,0,Adam Ramos,70,Female,0
29735,2020-01-07 07:22:00,Electronics,92,2,4204,Credit Card,23,0,Adam Edwards,23,Male,0
48438,2020-01-07 07:42:20,Clothing,390,1,3548,Credit Card,70,0,Lori Kennedy,70,Female,1
20065,2020-01-07 07:55:52,Books,39,1,4859,PayPal,28,0,Jason Mack,28,Female,0
43855,2020-01-07 08:16:55,Clothing,200,2,1513,PayPal,56,,Elizabeth Chambers,56,Female,1
2944,2020-01-07 08:21:51,Books,363,5,4001,Credit Card,56,0,Jennifer Gonzales,56,Female,0
44083,2020-01-07 08:22:07,Home,86,5,1121,PayPal,39,0,Dawn Wilson,39,Female,1
583,2020-01-07 08:24:28,Books,81,2,514,PayPal,18,0,Jessica Beltran,18,Female,1
7691,2020-01-07 08:31:30,Books,456,1,3612,Cash,44,1,Christopher Espinoza,44,Female,0
33607,2020-01-07 08:34:14,Home,410,5,1084,Credit Card,30,0,Carly Miller,30,Female,0
39665,2020-01-07 08:49:08,Home,151,4,2915,Credit Card,61,1,Nathaniel Velasquez,61,Female,1
18172,2020-01-07 08:59:23,Electronics,341,1,1230,Credit Card,37,1,Matthew Pope,37,Male,0
7153,2020-01-07 09:00:22,Books,482,3,1677,PayPal,34,0,Billy Walters,34,Male,0
28044,2020-01-07 09:04:41,Clothing,124,5,2898,Cash,59,,Micheal Richards,59,Female,0
18561,2020-01-07 09:24:10,Home,474,5,922,Crypto,64,1,Kathryn Collins,64,Male,0
33322,2020-01-07 09:27:22,Electronics,461,4,3382,PayPal,48,1,Colleen Castillo,48,Male,0
26655,2020-01-07 09:27:54,Books,446,4,3242,PayPal,47,,Robert Wilson,47,Female,0
16975,2020-01-07 10:01:27,Electronics,84,3,2605,PayPal,68,0,David Barrett,68,Male,0
28085,2020-01-07 10:05:37,Clothing,215,5,2975,PayPal,55,,Shannon Weber,55,Male,0
39441,2020-01-07 10:17:07,Home,232,3,1532,Credit Card,35,,Matthew Simpson,35,Female,0
29456,2020-01-07 10:18:14,Clothing,129,2,513,Credit Card,21,0,Eric Roberts,21,Female,1
6687,2020-01-07 10:25:11,Electronics,304,3,1378,Cash,49,0,Monica Jordan,49,Male,0
28924,2020-01-07 10:30:24,Clothing,397,2,734,Credit Card,58,1,Scott Mendez,58,Male,1
4774,2020-01-07 10:38:40,Electronics,57,2,1104,PayPal,28,1,Stephanie Miller,28,Female,0
16153,2020-01-07 11:04:47,Clothing,316,5,3548,Credit Card,37,1,Latoya Hill,37,Male,0
39701,2020-01-07 11:10:17,Home,169,5,4153,Crypto,64,0,Catherine Williams,64,Female,0
34502,2020-01-07 11:13:33,Electronics,111,2,3213,Credit Card,57,,James Costa,57,Female,0
36429,2020-01-07 11:14:40,Electronics,70,5,4262,PayPal,60,,Sharon Fox,60,Female,0
27860,2020-01-07 11:19:03,Books,161,1,3121,PayPal,50,1,Micheal Choi,50,Female,0
23502,2020-01-07 11:26:05,Home,309,1,286,Credit Card,42,,Jake Wright,42,Male,0
32749,2020-01-07 12:07:44,Home,275,4,165,Credit Card,28,,Brendan Mckee,28,Female,0
45021,2020-01-07 12:10:55,Books,21,2,2978,PayPal,21,,Pamela Johnson,21,Female,0
18059,2020-01-07 12:37:27,Clothing,200,1,436,Cash,45,1,Paige Butler,45,Female,0
41198,2020-01-07 12:37:32,Electronics,426,5,4843,PayPal,63,1,Jeremiah Brown,63,Female,0
22373,2020-01-07 12:45:20,Home,309,5,2753,Cash,70,1,Megan Garcia,70,Female,0
28805,2020-01-07 12:57:35,Books,103,4,731,Cash,19,0,Jose Collier,19,Male,0
13383,2020-01-07 13:02:22,Clothing,371,4,1505,PayPal,19,1,Catherine Gross,19,Male,0
5766,2020-01-07 13:16:11,Books,84,2,2815,Crypto,43,1,Ryan Walker,43,Male,0
40343,2020-01-07 13:23:01,Books,189,5,4091,Credit Card,59,1,Kristen Silva,59,Male,0
11926,2020-01-07 13:23:04,Clothing,135,3,2847,Cash,33,1,Meredith Lozano,33,Male,0
20772,2020-01-07 13:32:08,Home,115,4,4159,Credit Card,22,0,Susan Price,22,Male,0
36631,2020-01-07 13:53:00,Clothing,249,5,3356,PayPal,37,0,Nicole Murphy,37,Male,0
7892,2020-01-07 13:53:39,Books,192,1,4174,Credit Card,48,0,Lisa Smith,48,Female,0
25737,2020-01-07 14:03:59,Electronics,161,1,4236,Cash,41,,David Barber,41,Female,1
32190,2020-01-07 14:12:06,Electronics,38,2,1089,Credit Card,48,0,Tanya Melton,48,Female,0
17918,2020-01-07 14:21:09,Books,397,4,4191,Cash,29,,Troy Flores Jr.,29,Female,0
22691,2020-01-07 14:42:26,Books,301,1,3463,Credit Card,33,,Ashley Pierce,33,Female,0
26503,2020-01-07 14:42:47,Books,150,2,3770,Cash,45,0,Steven Cisneros,45,Female,0
41648,2020-01-07 14:45:10,Home,72,2,3173,PayPal,54,,Ian Nguyen,54,Male,0
5892,2020-01-07 14:48:28,Clothing,33,1,2720,PayPal,27,,Dana Cline,27,Male,0
10773,2020-01-07 14:50:32,Books,449,5,4318,Credit Card,51,0,David Rogers,51,Male,0
12979,2020-01-07 14:51:09,Clothing,22,3,1016,Credit Card,68,1,Sharon Murray,68,Female,1
31021,2020-01-07 14:53:22,Clothing,17,3,4913,Cash,59,1,Julia Davis,59,Female,0
36574,2020-01-07 15:02:02,Clothing,405,4,1095,Crypto,65,,Curtis Miles II,65,Female,0
14959,2020-01-07 15:04:12,Books,458,1,3965,Credit Card,45,0,Amy Warren,45,Male,0
15420,2020-01-07 15:07:35,Electronics,43,3,4358,Credit Card,49,0,Joseph Mcintyre,49,Male,0
45333,2020-01-07 15:12:29,Clothing,59,1,2468,PayPal,61,0,Michael Holmes,61,Female,0
44067,2020-01-07 15:13:34,Home,369,2,3611,Credit Card,39,,Thomas Smith,39,Female,0
4053,2020-01-07 15:24:59,Books,11,5,1689,Credit Card,23,0,Steve Roach,23,Male,0
18672,2020-01-07 15:42:34,Books,26,4,4768,PayPal,39,0,Dr. Krista Vega,39,Female,0
34751,2020-01-07 15:46:44,Clothing,23,3,177,Cash,23,0,Christina Miller,23,Male,0
6798,2020-01-07 15:49:03,Books,79,3,906,Crypto,30,,Andrea Mendoza,30,Female,0
3806,2020-01-07 15:59:54,Books,408,3,885,Credit Card,63,,Natalie Johnson,63,Female,0
35946,2020-01-07 16:01:45,Clothing,376,4,4360,Crypto,42,0,Robin Wilson,42,Male,0
18506,2020-01-07 16:11:20,Electronics,487,4,311,Credit Card,58,1,Kristina Hudson,58,Female,1
36326,2020-01-07 16:13:51,Home,439,4,2850,Credit Card,33,0,Ryan Gordon,33,Female,0
25658,2020-01-07 16:35:41,Clothing,295,2,3543,PayPal,27,0,Dr. Michelle Schmidt,27,Male,0
15689,2020-01-07 16:48:50,Home,441,3,1136,PayPal,38,1,Brenda Martinez,38,Female,0
26453,2020-01-07 16:50:08,Books,137,3,950,Crypto,63,0,Jenna Gordon,63,Female,0
27701,2020-01-07 17:07:39,Clothing,105,2,2483,Credit Card,45,1,Thomas Smith,45,Female,1
26570,2020-01-07 17:30:24,Home,121,3,5026,Cash,30,0,Kimberly Holland,30,Male,0
21747,2020-01-07 17:35:06,Home,465,1,1531,Credit Card,56,1,Jason Thompson,56,Female,0
18808,2020-01-07 17:37:43,Home,38,4,586,PayPal,38,1,Dr. Nathan Scott,38,Female,0
17712,2020-01-07 17:39:25,Electronics,359,3,445,Credit Card,21,1,Andrew Mendez,21,Female,1
32859,2020-01-07 17:50:04,Electronics,334,2,2049,Crypto,62,,Lee Morgan,62,Female,0
25651,2020-01-07 18:03:29,Clothing,173,4,483,PayPal,44,1,Jeffrey Anderson,44,Female,0
7925,2020-01-07 18:06:24,Clothing,348,2,2436,Credit Card,70,1,Sabrina Johnson,70,Female,0
14572,2020-01-07 18:20:11,Electronics,133,2,994,Credit Card,48,1,Anthony Benitez,48,Male,0
20873,2020-01-07 18:22:04,Home,27,1,1651,PayPal,24,,Christina Fisher,24,Male,1
17115,2020-01-07 18:24:58,Electronics,417,1,800,PayPal,48,1,Garrett Hamilton,48,Male,0
5742,2020-01-07 18:26:20,Electronics,205,1,1708,Credit Card,34,0,Donald Burke,34,Female,0
41338,2020-01-07 18:29:17,Clothing,245,5,4245,Credit Card,35,0,Toni Jarvis,35,Female,0
10468,2020-01-07 18:49:08,Books,263,1,3905,PayPal,28,,Andrea Brady,28,Male,0
10354,2020-01-07 19:02:28,Home,291,4,3583,Cash,70,0,Casey Mercer,70,Male,1
49050,2020-01-07 19:03:06,Home,112,3,1702,PayPal,57,0,Matthew Hines,57,Female,0
19871,2020-01-07 19:14:25,Electronics,492,5,3331,PayPal,25,1,Jonathan Lawrence,25,Female,0
43614,2020-01-07 19:22:41,Electronics,473,3,3589,Credit Card,36,1,Laura Webb,36,Male,0
37098,2020-01-07 19:25:18,Books,337,2,4707,Credit Card,33,1,Michelle Bailey,33,Female,0
28931,2020-01-07 19:38:11,Electronics,381,3,3166,Credit Card,62,,Jerry Murphy,62,Female,1
21347,2020-01-07 19:45:36,Home,359,1,3278,Crypto,25,0,Dr. Angelica Jacobson,25,Male,0
37864,2020-01-07 19:50:05,Books,295,3,789,Cash,63,1,Mr. Ronald Lopez,63,Female,0
31849,2020-01-07 20:06:08,Books,228,1,827,Crypto,60,,Gregory Harris,60,Male,0
18968,2020-01-07 20:12:06,Clothing,218,1,4393,PayPal,34,1,Michael Watson,34,Female,0
19716,2020-01-07 20:18:09,Home,14,2,926,Cash,49,,Darlene Carrillo,49,Male,0
18913,2020-01-07 20:29:48,Clothing,194,1,4626,Credit Card,19,1,Nicole White,19,Male,0
10959,2020-01-07 20:42:34,Books,213,4,1737,Crypto,58,,Ryan Stephens,58,Female,0
35970,2020-01-07 20:43:02,Clothing,415,3,1887,PayPal,43,0,Anthony Phelps,43,Male,0
18327,2020-01-07 20:47:43,Electronics,149,1,4753,Credit Card,41,1,Stephanie Gonzalez,41,Male,0
11157,2020-01-07 20:47:52,Electronics,307,2,4346,Crypto,40,0,Thomas Vazquez,40,Male,1
31985,2020-01-07 20:48:24,Clothing,49,1,1213,Credit Card,32,0,Robert Morris,32,Female,0
40672,2020-01-07 21:00:47,Electronics,406,2,2407,Credit Card,23,1,Vanessa Watson,23,Male,0
6855,2020-01-07 21:02:27,Clothing,301,5,2752,PayPal,32,1,Mr. Donald Miller,32,Male,1
44958,2020-01-07 21:09:47,Home,372,2,4612,PayPal,57,0,William Green,57,Female,0
28769,2020-01-07 21:12:35,Books,385,3,2538,PayPal,43,1,Mrs. Brianna Flores,43,Male,0
27873,2020-01-07 21:16:47,Clothing,375,4,3591,Credit Card,41,1,Jay Collins,41,Female,0
9481,2020-01-07 21:23:53,Electronics,315,4,4859,Credit Card,61,1,Christina Moore,61,Male,1
7365,2020-01-07 21:43:20,Electronics,59,3,1101,Credit Card,51,0,Tina Miller,51,Female,0
16647,2020-01-07 21:43:31,Home,364,4,2877,Credit Card,21,0,Autumn Shelton,21,Female,0
20569,2020-01-07 21:45:18,Books,256,5,734,PayPal,55,0,Christina Welch,55,Male,0
46369,2020-01-07 22:00:31,Electronics,108,5,4711,Cash,31,0,Allison White,31,Female,0
39008,2020-01-07 22:05:27,Clothing,438,2,3846,Credit Card,62,,Johnny Marsh,62,Female,1
4002,2020-01-07 22:05:31,Clothing,499,4,4226,PayPal,59,,Linda Barber,59,Female,1
29955,2020-01-07 22:08:11,Books,15,1,4071,Credit Card,46,,Sean Hernandez,46,Male,0
15551,2020-01-07 22:21:22,Books,472,4,1917,PayPal,18,1,Katherine Baker,18,Female,1
22406,2020-01-07 22:30:52,Books,335,5,2559,PayPal,56,0,Kayla Weiss,56,Male,0
15599,2020-01-07 22:38:54,Books,41,4,1719,Crypto,54,0,Lisa Hicks,54,Male,0
1725,2020-01-07 22:53:05,Clothing,41,3,2726,Credit Card,51,1,Mr. Christopher Day PhD,51,Female,0
38612,2020-01-07 23:01:00,Electronics,215,3,4772,PayPal,28,1,Louis Sims,28,Male,0
29928,2020-01-07 23:11:25,Home,159,4,362,Cash,26,,Michael Foster,26,Female,0
28339,2020-01-07 23:13:15,Electronics,234,5,974,Credit Card,59,1,Renee Rivers,59,Female,0
36243,2020-01-07 23:21:59,Electronics,152,3,3738,PayPal,20,0,Alexis Bailey,20,Female,0
12839,2020-01-07 23:24:16,Electronics,23,5,1984,Credit Card,64,0,Robert Gardner,64,Female,0
45025,2020-01-07 23:29:52,Books,226,1,1134,Credit Card,63,1,John Smith,63,Female,0
48606,2020-01-07 23:33:49,Home,294,2,820,PayPal,30,0,Gilbert Shepard,30,Female,0
2022,2020-01-07 23:37:39,Clothing,225,1,2125,Crypto,33,,David Huffman,33,Male,0
2099,2020-01-07 23:46:05,Electronics,86,3,1190,Credit Card,33,1,Nicole Petty PhD,33,Male,1
17852,2020-01-08 00:09:20,Home,471,3,3979,Cash,44,1,Jeffrey Martin,44,Male,0
4793,2020-01-08 00:17:11,Home,242,4,2169,Credit Card,33,,Jason Porter,33,Male,0
21178,2020-01-08 00:20:42,Home,137,2,4728,Credit Card,23,1,Zachary Avila,23,Female,0
28130,2020-01-08 00:25:18,Books,250,5,749,PayPal,64,1,Emily Byrd,64,Male,1
1331,2020-01-08 00:30:07,Books,491,2,1143,PayPal,56,1,Joseph Gibson,56,Female,0
1872,2020-01-08 00:33:31,Clothing,167,3,1416,PayPal,28,1,Mary Cox,28,Male,0
45400,2020-01-08 00:47:28,Books,448,2,2940,Credit Card,50,,Emily White,50,Male,0
28263,2020-01-08 00:47:56,Books,438,3,972,Credit Card,21,1,Stephen Myers,21,Female,0
47876,2020-01-08 00:58:50,Clothing,169,1,892,PayPal,46,0,Jonathan Chase,46,Male,1
27052,2020-01-08 00:58:56,Home,193,3,2850,Credit Card,63,0,Kathy Conway,63,Female,0
22460,2020-01-08 00:59:02,Clothing,365,1,4952,PayPal,64,1,Jeffrey Webster,64,Female,0
22327,2020-01-08 01:21:37,Clothing,131,4,1168,Cash,37,0,Jordan Blevins,37,Male,0
5080,2020-01-08 01:27:09,Books,318,1,4440,Credit Card,23,0,Raymond Perez,23,Female,0
15837,2020-01-08 01:32:22,Clothing,279,5,3640,Cash,37,1,Eric Wall,37,Female,0
883,2020-01-08 01:50:31,Clothing,466,3,1886,Credit Card,23,0,Patricia Green,23,Female,0
16714,2020-01-08 01:54:23,Books,189,2,2944,Credit Card,34,0,Kevin Scott,34,Male,0
42568,2020-01-08 02:06:13,Clothing,212,5,2418,Credit Card,55,1,Melissa Morales,55,Female,0
19632,2020-01-08 02:21:57,Clothing,277,4,2761,Credit Card,60,0,Donna Wells,60,Female,0
16502,2020-01-08 02:28:42,Books,97,5,4134,Credit Card,66,0,Sherri Glenn,66,Female,0
28904,2020-01-08 02:29:16,Clothing,325,3,3982,Credit Card,57,1,Matthew Lopez,57,Male,0
47339,2020-01-08 02:36:45,Clothing,232,5,4901,Credit Card,25,1,John Sutton,25,Male,1
40240,2020-01-08 02:48:57,Clothing,25,5,441,PayPal,19,,Sarah Sullivan,19,Male,0
27630,2020-01-08 03:24:57,Electronics,24,2,1977,Credit Card,51,1,Ryan Steele,51,Male,0
8118,2020-01-08 03:25:48,Home,276,4,4088,PayPal,24,0,Erica Gordon,24,Male,0
48143,2020-01-08 03:37:09,Books,450,3,513,PayPal,19,,Rebecca Boyd,19,Male,0
39324,2020-01-08 03:45:09,Electronics,140,5,2556,Cash,57,0,Rebecca Todd,57,Female,0
43877,2020-01-08 03:47:29,Electronics,378,1,678,Credit Card,60,1,Margaret Hopkins,60,Female,0
21467,2020-01-08 03:50:24,Clothing,75,5,4152,PayPal,43,1,Sandra Bridges,43,Male,1
45112,2020-01-08 03:53:13,Clothing,474,5,5103,Credit Card,42,0,Oscar Rollins,42,Male,1
9992,2020-01-08 03:54:34,Books,107,2,749,Crypto,22,0,Juan Rivera,22,Male,0
35151,2020-01-08 03:57:32,Electronics,132,2,896,PayPal,42,1,Lori Vasquez,42,Female,0
44029,2020-01-08 03:58:36,Clothing,272,1,3187,Credit Card,60,,Keith Alexander,60,Female,0
1426,2020-01-08 04:06:00,Books,305,2,1463,Cash,33,1,Christine Griffin,33,Female,0
19156,2020-01-08 04:23:51,Books,128,4,3560,PayPal,63,1,Kimberly Jacobson,63,Female,0
49736,2020-01-08 04:35:35,Electronics,474,5,2414,Crypto,30,0,Dr. Virginia Humphrey MD,30,Female,1
20784,2020-01-08 04:35:51,Clothing,270,2,2238,Credit Card,52,1,Donna Fuller,52,Female,0
47536,2020-01-08 05:21:51,Books,266,4,4026,Credit Card,34,0,Jesse Rowland,34,Female,0
5267,2020-01-08 05:32:59,Electronics,432,4,5118,Credit Card,48,1,Thomas Ramos,48,Male,0
6761,2020-01-08 05:34:28,Clothing,20,4,3075,PayPal,46,0,Johnny Peterson,46,Female,0
44988,2020-01-08 05:34:58,Books,172,1,4496,PayPal,50,,Margaret Lucas,50,Male,0
4728,2020-01-08 05:39:37,Books,233,3,2692,Cash,18,0,Richard Hardin,18,Female,0
13748,2020-01-08 05:39:58,Clothing,73,3,1137,PayPal,60,1,Monica Kim,60,Female,1
36426,2020-01-08 05:41:10,Clothing,152,4,2587,Credit Card,61,1,Richard Spencer,61,Female,0
21099,2020-01-08 05:53:45,Clothing,408,4,3420,PayPal,52,0,Kevin Lee,52,Male,0
46338,2020-01-08 06:32:59,Clothing,142,2,761,Cash,45,,Julie Oconnell,45,Male,0
1739,2020-01-08 06:33:11,Books,335,5,530,Credit Card,34,1,William Ruiz,34,Female,0
5899,2020-01-08 06:36:56,Clothing,455,3,3992,PayPal,50,1,Laura Murray,50,Female,0
32615,2020-01-08 06:50:25,Clothing,397,4,2545,Credit Card,27,0,Gerald Mcdonald,27,Female,0
40703,2020-01-08 07:06:37,Electronics,30,3,1129,Cash,32,0,George Escobar,32,Male,0
13798,2020-01-08 07:23:06,Electronics,58,4,2325,PayPal,18,,Reginald Roman,18,Female,0
48589,2020-01-08 07:23:57,Electronics,128,2,5088,Cash,33,,Andrew Ross,33,Female,0
39890,2020-01-08 07:28:55,Home,219,2,2084,PayPal,49,0,Laurie House,49,Male,0
39065,2020-01-08 07:34:06,Clothing,87,1,4631,PayPal,44,0,Mrs. Nicole Fernandez,44,Female,0
8865,2020-01-08 07:57:33,Books,401,2,2920,Credit Card,68,0,Michael Chaney,68,Male,1
2946,2020-01-08 08:03:55,Home,440,4,2300,Credit Card,25,,Danielle Moyer,25,Male,1
45756,2020-01-08 08:05:39,Electronics,495,2,640,Credit Card,49,1,Joseph Lawrence,49,Male,1
48738,2020-01-08 08:26:57,Books,231,3,2035,Credit Card,47,,Jason Fisher,47,Male,0
13847,2020-01-08 08:40:46,Clothing,85,2,2899,Cash,24,1,Alyssa Anthony,24,Female,0
30936,2020-01-08 08:42:20,Electronics,332,2,1670,PayPal,42,0,Ashley Hernandez,42,Male,0
40075,2020-01-08 08:43:37,Clothing,160,2,2035,Credit Card,42,0,Darren Rodriguez,42,Female,0
6853,2020-01-08 08:59:31,Home,64,4,3721,PayPal,64,0,Paul Gutierrez,64,Female,0
46063,2020-01-08 09:05:25,Electronics,217,2,4827,Credit Card,31,1,Erica Larsen,31,Female,0
188,2020-01-08 09:39:00,Home,83,2,768,Crypto,70,1,Garrett Richardson,70,Female,0
13808,2020-01-08 09:43:19,Clothing,199,1,4094,Credit Card,27,0,Johnny Gates,27,Female,0
42881,2020-01-08 09:48:04,Clothing,54,4,4965,PayPal,67,1,Tony Powell,67,Female,0
26586,2020-01-08 10:09:14,Clothing,15,5,2038,PayPal,26,0,Stephanie Hunt,26,Male,0
43546,2020-01-08 10:15:19,Books,305,5,3841,Credit Card,25,0,Tom Thomas,25,Male,0
3228,2020-01-08 10:17:16,Electronics,37,2,5065,Cash,32,1,Eric Gross,32,Female,0
29089,2020-01-08 10:20:30,Clothing,485,5,4501,Credit Card,68,0,Jill Cameron,68,Female,0
24448,2020-01-08 10:22:54,Electronics,38,3,3513,Credit Card,45,1,Kelly Whitney,45,Male,1
32570,2020-01-08 10:24:02,Home,450,3,4195,Cash,20,,Thomas Graham,20,Male,0
6662,2020-01-08 10:25:42,Books,363,2,2379,Credit Card,18,1,Andrea Sanchez,18,Male,1
13113,2020-01-08 10:29:10,Electronics,104,4,4782,PayPal,28,0,Shelia Green,28,Male,1
19146,2020-01-08 10:29:25,Home,192,1,1936,Credit Card,32,0,Jessica Anderson,32,Female,1
38087,2020-01-08 10:33:13,Clothing,297,3,1787,Cash,66,1,Sarah Perez,66,Female,0
37554,2020-01-08 10:50:45,Books,127,2,267,Credit Card,47,0,Jessica Taylor,47,Female,0
18749,2020-01-08 11:00:42,Books,213,2,2255,Cash,26,0,Christina George,26,Female,0
9778,2020-01-08 11:08:33,Clothing,342,5,2300,PayPal,34,,Karen White,34,Female,0
7108,2020-01-08 11:30:48,Clothing,207,2,987,Cash,26,1,Stephanie Logan,26,Female,0
9400,2020-01-08 11:31:38,Books,225,1,1637,Crypto,49,0,Natalie Barrett,49,Male,0
